,features,label
4881,disgust say least rahul gandhi want use opportun pandem destroy imag pm modi congress worker instruct call mutant strain modi strain no stone left unturn scar name india help foreign journalist imag still concern imag,NONE
2630,you fuck them amp that was the worst thing you ever did #isreal sameet aukaat pata chal gaya,HOF
4041,india need vaccin yes need bjp vaxin china virus,NONE
3129,doctor aur scientist se manga hai chuti se nahi baith nich pooja modi ji like suno sabki karo man ki,NONE
940,लो कह आसाराम बाप जेल निकाल भोल मासूम 😂 रोइ नह अच्छ नह लग थोड़ सा रो दे वीडिय वायरल बाप जी छूट 😀😀😀😀😃😃,HOF
1080,all muslim christian peopl make fun hinduism charli hebdo cartoon know offens peopl rais question god capabl make oxygen help human well million hindu god vs one christian god one muslim god😂😂that unfair failur million can't compar 😛😛,HOF
187,watch video randeep hooda make dirti joke nation leader mayavati dalit woman voic oppress no toler castiest peopl arrest #arresterandeephood must learn english lectur,NONE
3753,so delhi cm highlight acut oxygen shortag nation pm televis nation spoil record care orchestr pr exercis no apolog due hcm delhi answer due hon ble pm protocol samajthi hai aap,HOF
4975,disgust say least rahul gandhi want use opportun pandem destroy imag pm modi congress worker instruct call mutant strain modi strain no stone left unturn scar name india help foreign journalist फर्ज तुम्हार pm पा फर्ज हमेश कागज फर्ज #bjptoolkitexpos inc is fact check alt news,NONE
2085,दिन देख बाक़ रह tv डिबेट गल शब्द प्रयोग जाएग बस माँ बहन गाल हाई बाक़ रह गय संस् mazza aaya,HOF
2249,पहल बार बंगाल के लाख किस भाइय योज लाभ मिल शुर है। इत वर्ष किसान लाभ वंच रख गया। विषय जोरदार तरीक रख था। पीएम किस सम्म निध लाभ वह के किसान मिल लग संतोष विषय है। श्र जेब जेब निकाल गैस ८०० के उपर पेट्रोल १०० के उपर डीज़ल ९० के उपर,HOF
3383,if covid vaccin certif hon ble pm photo death certif die oxygen also carri photo yes it make compulsori,NONE
5612,so mani ask may possibl repli individu updat it day covid infect earli patch lung i hospit recov well thank doctor amp medic caregiv pl take virus light see soon some comment sudhirji most inc support they inc support respons indian sure hardcor bjp support #getwellsoon,NONE
2023,दिन देख बाक़ रह tv डिबेट गल शब्द प्रयोग जाएग बस माँ बहन गाल हाई बाक़ रह गय संस् 👎👎👎👎 supriya sreenet,NONE
3482,our prayer #kanganaranaut get well soon सुशांत के नाम चीख चिल्ल वाल अशोक पंड पिछल साल इस बार पूछ सुशांत सिंह केस सब लोग राज खेल हिंद फायद बीजेप अशोक पंड लोग उठ शायर पार्ट बत होग,NONE
1492,stop predict dear bot i think anyon predict dear,HOF
4402,मैं ऑक्सीजन मुफ्त वितरण करक क्षेत्रवास सेव लोग पंसद नह आय मुझपर झूठ आरोप लग मान न्यायालय मुझ बर है। जन सेव रह ध्य जन सेव केंद्र है। सत् जीत निश्च सर सर झूट फैल वो हार बार ईमंदार आदम जीत आपक इमेज भारत ईमंदार इंस के रूप बन ह आपक काफ समृद्ध प्रशिद्ध दिलयग,HOF
226,life brahmin easi rather difficult life common shudra least restrict indica arrian nd centuri ce this corrobor smriti place hundr restrict brahmin includ aggrav punish dixit sir upper cast atroc shudra narrat use divid hindu societi i sure never part hinduism propaganda leftist british amplifi congress islamist we need creat evid base counter narrat amp propag,NONE
1013,this critic welcom i sure hindu go charli hebdo offic kill peopl that big differ i support muslim free speech absolut can charli hebdo dare make fun lgbtq zionist actual h ndus bro sis take religion serious lot disagr superstit etc,HOF
2583,israel cancer world zionist terror biggest threat world peac bloodi barbar zionist danc dead bodi palestinian brother sister okay back zionism buri #allahuakbar insha allah alqaradaghi alghamidi tekin say someth uighur china,NONE
1929,pleas identifi admonish bigot bigotri deserv love forgiv it deserv utmost honesti fearless if oppos bigot tomorrow becom cm put jail wors voic freedom mind don't kind evil siddharth तुम्हार वोट बेच कीमत तुम्हार बच्च भुगत पड है। बेट बेरोजगार मर बेट बलात् जन कोरोनावायरस से i,HOF
3978,can't see sudhir bhai like 💔 dear god pls free pain 🙏🏿 rip 🙏,NONE
5151,public fight covid pm fight elect mamata flight like u intellig 😜,NONE
1404,there goe money central vista oop i meant drain #crocodiletear,HOF
2179,friend rememb one thing so call gandhi famili end day कौड़ के गंद नाल के कीड़ sahzad amp sahzadi never forget amp never forgiv the dynast get back वाकई अत राजनैतिक महत्वाकांक्ष व्यक् कित निचल स्तर गिर दे सटीक उदाहरण #galiwalimadam बार पार्ट वाल भाष चकल वाल होग,NONE
697,स्वामीनारायण संप्रदाय bap के अमेरिक बन मंदिर दल मज़दूर ग़ुलाम कर के केस जाँच fbi स्थाप भग नह यूप जन्म घनश्याम पांड थी। sc st obc संस्थ प्रमुख नह बन सकता। चंद श्रम दान हैं। it near gonda,NONE
